"product_sku","design_number","stock_quantity","category","size","color"
SET244-KR-NP-M,SET244,26,Kurta Set,M,Pink
JNE3857-KR-L,JNE3857,6,Kurta,L,Maroon
SET291-KR-PP-XXL,SET291,4,Kurta Set,XXL,Teal
JNE3752-KR-XL,JNE3752,1,Kurta,XL,Blue
SET374-KR-NP-XXXL,SET374,23,Set,XXXL,Mustard
JNE3439-KR-4XL,JNE3439,1,Kurta,"4XL",Blue
J0124-TP-XXL,J0124,37,Top,XXL,Cream
JNE3855-KR-S,JNE3855,12,Kurta,S,Green
J0245-SKD-XXL,J0245,11,Kurta Set,XXL,Off White
JNE3799-KR-L,JNE3799,48,Kurta,L,Wine
SET383-KR-NP-XXL,SET383,7,Set,XXL,Light Green
BTM007-M,BTM007,1,Bottom,M,Beige
JNE3432-KR-XL,JNE3432,8,Kurta,XL,Red
SET344-KR-NP-S,SET344,17,Set,S,Red
JNE3906-KR-L,JNE3906,66,Kurti,L,Navy Blue
J0321-KR-XXXL,J0321,1,Kurta,XXXL,Grey
BTM008-S,BTM008,5,Pant,S,Grey
JAN8622-KR-NP-S,JAN8622,1,Set,S,Turquoise Green
NW022-TP-PJ-M,NW022,3,Night Wear,M,Blue
J0142-KR-XS,J0142,32,Kurta,XS,Orange
J0167-KR-M,J0167,2,Kurta,M,Pink
J0014-LCD-M,J0014,4,Lehenga Choli,M,Mustard
BL082-88CHIKU,BL082,9,Blouse,FREE,Beige
JNE3530-KR-M,JNE3530,3,Kurta,M,Grey
JNE3818-KR-XL,JNE3818,3,Kurta,XL,Orange
JNE3288-KR-XS,JNE3288,8,Kurta,XS,Pink
SET098-KR-PP-L,SET098,66,Kurta Set,L,Navy Blue
J0391-TP-M,J0391,2,Top,M,Green
J0040-SET-L,J0040,1,Set,L,Light Green
J0345-SET-L,J0345,4,Set,L,Cream
MEN5001-KR-XXXL,MEN5001,1,Kurta,XXXL,Blue
SET102-KR-PP-L,SET102,1,Set,L,Navy Blue
JNE3555-KR-XL,JNE3555,19,Kurta,XL,Maroon
BTM055-SK-M,BTM055,33,Skirt,M,Off White
SET374-KR-NP-S,SET374,34,Set,S,Mustard
JNE3567-KR-M,JNE3567,186,Kurta,M,Blue
JNE3394-KR-XS,JNE3394,1,Kurta,XS,Cream
J0261-KR-M,J0261,1,Kurta,M,Black
J0419-TP-XXXL,J0419,23,Top,XXXL,Maroon
JNE3778-KR-L,JNE3778,38,Kurta,L,Green
JNE3453-KR-M,JNE3453,42,Kurta,M,Yellow
J0041-SET-XL,J0041,7,Kurta Set,XL,Light Green
JNE3436-KR-L,JNE3436,5,Kurta,L,White
SET380-KR-NP-XXL,SET380,2,Set,XXL,Grey
SET247-KR-SHA-XS,SET247,49,Kurta Set,XS,Teal
JNE3780-KR-XL,JNE3780,99,Kurta,XL,Navy Blue
JNE3616-KR-XXL,JNE3616,3,Kurta,XXL,Maroon
J0114-TP-S,J0114,23,Top,S,Pink
BTM021-XXXL,BTM021,102,Pant,XXXL,Navy Blue
JNE2153-KR-278-S,JNE2153,37,Kurta,S,Sea Green
JNE3284-KR-S,JNE3284,7,Kurta,S,Peach
JNE3030-KR-S,JNE3030,33,Kurta,S,Maroon
JNE3718-KR-XL,JNE3718,197,Kurta,XL,Navy Blue
J0164-DR-M,J0164,4,Dress,M,Orange
JNE3739-KR-XS,JNE3739,60,Kurta,XS,Maroon
JNE3524-KR-XS,JNE3524,5,Kurta,XS,Blue
JNE3294-KR-S,JNE3294,1,Kurta,S,Yellow
J0376-SKD-L,J0376,1,Kurta,L,Pink
J0013-SKD-L,J0013,7,Kurta Set,L,Light Green
JNE3565-KR-XL,JNE3565,2,Kurta,XL,Brown
JNE3835-KR-M,JNE3835,46,Kurta,M,Black
J0237-SKD-XL,J0237,4,Kurta Set,XL,Orange
SET131-KR-NP-XXXL,SET131,10,Kurta Set,XXXL,Blue
JNE3928-KR-M,JNE3928,4,Kurta,M,Off White
JNE3774-KR-XXXL,JNE3774,9,Kurta,XXXL,Teal
BL046-82RED,BL046,23,Blouse,FREE,Red
JNE3928-KR-XS,JNE3928,4,Kurta,XS,Off White
JNE3387-KR-XL,JNE3387,39,Kurta,XL,Dark Green
J0226-SKD-XXL,J0226,34,Set,XXL,Green
SET353-KR-NP-L,SET353,73,Set,L,Pink
JNE3706-DR-XXL,JNE3706,3,Dress,XXL,Cream
J0344-TP-M,J0344,154,Top,M,Navy Blue
SET295-KR-NP-XXXL,SET295,4,Kurta Set,XXXL,Black
SET324-KR-NP-L,SET324,6,Kurta Set,L,Peach
J0150-KR-M,J0150,1,Kurta,M,Black
JNE3349-KR-L,JNE3349,18,Kurta,L,Navy Blue
JNE3725-KR-XL,JNE3725,3,Kurta,XL,Brown
J0003-SET-XS,J0003,13,Kurta Set,XS,Mustard
CH207-PINK-L,CH207,3,Leggings,L,Pink
JNE3834-KR-XL,JNE3834,51,Kurta,XL,Orange
JNE3710-DR-XXXL,JNE3710,2,Dress,XXXL,Blue
PJNE3068-KR-5XL,PJNE3068,31,Kurta,"5XL",Black
JNE3042-KR-XS,JNE3042,6,Kurta,XS,Grey
JNE3790-KR-XL,JNE3790,12,Kurta,XL,Navy Blue
SET091-KR-NP-XXL,SET091,1,Set,XXL,Beige
JNE3412-KR-M,JNE3412,23,Kurta,M,Olive
JNE3840-KR-XXL,JNE3840,9,Kurta,XXL,Wine
JNE3750-KR-XL,JNE3750,9,Kurta,XL,Navy Blue
J0279-SET-XXL,J0279,32,Kurta Set,XXL,Light Green
BL050-83RED,BL050,63,Blouse,FREE,Red
J0211-DR-XL,J0211,17,Dress,XL,Maroon
J0199-SET-XS,J0199,4,Set,XS,Black
JNE3807-KR-L,JNE3807,9,Kurta,L,Beige
JNE3735-KR-M,JNE3735,11,Kurta,M,Beige
J0287-KR-XL,J0287,1,Kurta,XL,Black
SET402-KR-NP-XL,SET402,8,Set,XL,Sea Green
J0171-DR-S,J0171,13,Dress,S,Blue
JNE3784-KR-M,JNE3784,90,Kurta,M,Green
JAN8621-DR-XXL,JAN8621,3,Dress,XXL,Beige
SAR102,SAR102,4,Saree,FREE,Orange
JNE3708-TU-XXL,JNE3708,11,Tunic,XXL,White
JNE3860-DR-XL,JNE3860,6,Dress,XL,Blue
SET323-KR-NP-XXL,SET323,8,Kurta Set,XXL,White
J0169-KR-XXL,J0169,1,Kurta,XXL,Multicolor
J0247-SKD-XS,J0247,24,Kurta Set,XS,Teal
J0142-KR-XL,J0142,5,Kurta,XL,Orange
J0324-CD-M,J0324,2,Cardigan,M,Blue
JNE3829-KR-XXL,JNE3829,3,Kurta,XXL,Brown
J0161-DR-XL,J0161,2,Dress,XL,Rust
J0233-SKD-L,J0233,48,Kurta Set,L,Maroon
J0247-SKD-XXL,J0247,37,Kurta Set,XXL,Teal
JAN8655-DR-XXL,JAN8655,3,Dress,XXL,Cream
SET340-KR-NP-XXL,SET340,6,Set,XXL,Maroon
JNE3639-TP-L,JNE3639,30,Top,L,Maroon
SET265-KR-NP-S,SET265,19,Kurta Set,S,Pink
JNE3288-KR-XL,JNE3288,19,Kurta,XL,Pink
J0081-DR-XL,J0081,4,Dress,XL,Black
J0349-SET-M,J0349,232,Crop Top With Plazzo,M,Cream
JNE3667-TP-L,JNE3667,3,Top,L,Mustard
J0371-SKD-XS,J0371,6,Kurta Set,XS,Teal
J0121-TP-XXXL,J0121,2,Top,XXXL,Black
SET306-KR-PP-XL,SET306,77,Kurta Set,XL,Green
SET205-KR-DPT-XXL,SET205,6,Kurta Set,XXL,Yellow
JNE3686-TU-XXL,JNE3686,5,Tunic,XXL,White
CH213-BROWN-L,CH213,4,Leggings,L,Brown
NW032-ST-CP-L,NW032,19,Night Wear,L,White
SET044-KR-NP-XL,SET044,1,Kurta Set,XL,Mustard
JNE3810-KR-M,JNE3810,13,Kurta,M,Black
SET348-KR-NP-M,SET348,15,Set,M,Pink
MEN5021-KR-M,MEN5021,7,Kurta,M,Orange
SET308-KR-PP-XS,SET308,29,Kurta Set,XS,Grey
SET210-KR-PP-L,SET210,2,Kurta Set,L,Grey
BTM031-NP-S,BTM031,56,Pant,S,Brown
JNE3819-KR-M,JNE3819,7,Kurta,M,Blue
J0096-KR-L,J0096,106,Kurta,L,Blue
BTM038-PP-XXXL,BTM038,1,Palazzo,XXXL,Black
J0209-DR-XS,J0209,25,Dress,XS,Blue
BL057-65BLACK,BL057,114,Blouse,FREE,Black
NW005-ST-PJ-M,NW005,6,Night Wear,M,White
JNE3670-TU-XS,JNE3670,5,Tunic,XS,White
J0216-BL-XXL,J0216,17,Blouse,XXL,Green
JNE3752-KR-M,JNE3752,4,Kurta,M,Blue
JNE3897-KR-XS,JNE3897,22,Kurta,XS,Rust
J0342-TP-XL,J0342,92,Top,XL,Blue
J0181-TP-XXXL,J0181,1,Top,XXXL,Pink
J0161-DR-L,J0161,2,Dress,L,Rust
J0243-DR-XXL,J0243,8,Dress,XXL,Off White
J0284-SKD-XXL,J0284,1,Kurta Set,XXL,Sky Blue
J0057-DR-S,J0057,4,Dress,S,Green
J0369-SKD-XS,J0369,37,Kurta Set,XS,Grey
JNE3748-KR-S,JNE3748,51,Kurta,S,Blue
J0092-SET-M,J0092,1,Kurta Set,M,Blue
J0098-TP-XS,J0098,7,Top,XS,Mustard
JAN8602-KR-M,JAN8602,4,Kurta,M,Navy Blue
JAN8637-KR-NP-XXL,JAN8637,3,Set,XXL,Burgundy
SET357-KR-NP-XXXL,SET357,16,Set,XXXL,Pink
JNE3399-KR-XXXL,JNE3399,19,Kurta,XXXL,Turquoise Blue
JNE3856-KR-L,JNE3856,27,Kurta,L,Pink
JNE3691-TU-M,JNE3691,7,Tunic,M,Maroon
J0278-SET-S,J0278,9,Kurta Set,S,Peach
JNE1408-GREY-KR-UDF19-XL,JNE1408,103,Kurta,XL,Grey
JNE3554-KR-L,JNE3554,7,Kurta,L,Yellow
JNE3863-TU-XS,JNE3863,42,Tunic,XS,Light Blue
JNE3740-KR-L,JNE3740,8,Kurta,L,Red
J0057-DR-M,J0057,2,Dress,M,Green
JNE3836-KR-XXL,JNE3836,25,Kurta,XXL,Sea Green
J0046-TP-XS,J0046,2,Top,XS,Grey
NW038-ST-SR-XL,NW038,15,Night Wear,XL,Blue
NW033-ST-CP-M,NW033,25,Night Wear,M,Yellow
SET344-KR-NP-M,SET344,6,Set,M,Red
JNE3688-TU-XXL,JNE3688,22,Tunic,XXL,Green
JNE3795-KR-M,JNE3795,163,Kurta,M,Blue
J0126-SKD-XXL,J0126,13,Kurta Set,XXL,Blue
SET220-KR-PP-XS,SET220,31,Kurta Set,XS,White
SET242-KR-PP-M,SET242,2,Kurta Set,M,Black
J0110-SKD-S,J0110,22,Kurta Set,S,Black
J0099-TP-S,J0099,1,Top,S,Pink
JNE3617-KR-S,JNE3617,120,Kurta,S,Black
J0399-DR-L,J0399,1,Dress,L,Rust
JAN8606-TP-S,JAN8606,2,Top,S,Red
BTM008-XS,BTM008,21,Pant,XS,Grey
J0038-DR-XS,J0038,7,Dress,XS,Peach
J0278-SET-XL,J0278,1,Kurta Set,XL,Peach
JNE3666-TP-XXL,JNE3666,17,Top,XXL,Beige
SET205-KR-DPT-S,SET205,15,Kurta Set,S,Yellow
JNE2199-KR-411-L,JNE2199,21,Kurta,L,Pink
J0331-KR-XS,J0331,52,Kurta,XS,Purple
PJNE3440-KR-4XL,PJNE3440,47,Kurta,"4XL",White
J0157-DR-XXL,J0157,27,Dress,XXL,Black
J0049-TP-L,J0049,2,Top,L,Beige
JNE3385-KR-S,JNE3385,37,Kurta,S,Mustard
SET116-KR-NP-XS,SET116,5,Kurta Set,XS,Yellow
SET401-KR-NP-XL,SET401,2,Set,XL,Black
JNE3818-KR-XS,JNE3818,16,Kurta,XS,Orange
SAR093,SAR093,4,Saree,FREE,Red
SET326-KR-PP-XL,SET326,13,Kurta Set,XL,Beige
JNE3826-KR-XL,JNE3826,14,Kurta,XL,Black
JNE3778-KR-XL,JNE3778,26,Kurta,XL,Green
JNE3713-TP-XXL,JNE3713,23,Top,XXL,Grey
J0330-KR-XXXL,J0330,23,Kurta,XXXL,Blue
JNE3521-KR-XXL,JNE3521,24,Kurta,XXL,Turquoise
JNE3415-KR-XXL,JNE3415,4,Kurta,XXL,Red
JNE3837-KR-M,JNE3837,9,Kurta,M,Black
SET349-KR-NP-M,SET349,3,Set,M,Pink
JNE3636-KR-S,JNE3636,14,Kurta,S,Maroon
SET245-KR-NP-XXL,SET245,43,Kurta Set,XXL,Mustard
JNE3403-KR-XXL,JNE3403,4,Kurta,XXL,Maroon
SET335-KR-NP-M,SET335,12,Set,M,Black
SET358-KR-NP-S,SET358,18,Set,S,Green
JNE1998-KR-311-XL,JNE1998,17,Kurta,XL,Multicolor
J0006-SET-XL,J0006,23,Dress,XL,Mustard
SET282-KR-PP-XS,SET282,32,Kurta Set,XS,Yellow
NW016-ST-SR-M,NW016,2,Night Wear,M,White
JNE3813-KR-XS,JNE3813,17,Kurta,XS,Teal
SET288-KR-NP-XL,SET288,10,Set,XL,Grey
JNE2145-KR-406-XXL,JNE2145,2,Kurta,XXL,Blue
JNE3792-KR-XS,JNE3792,28,Kurta,XS,Green
SET340-KR-NP-XL,SET340,3,Set,XL,Maroon
JNE3800-KR-L,JNE3800,37,Kurta,L,Mustard
J0195-TP-XXL,J0195,9,Top,XXL,Maroon
MEN5003-KR-L,MEN5003,21,Kurta,L,Black
JNE3909-KR-XS,JNE3909,58,Kurta,XS,Dark Blue
JNE3461-KR-M,JNE3461,5,Kurta,M,Teal
JNE3609-KR-XS,JNE3609,28,Kurta,XS,White
SET233-KR-PP-XL,SET233,2,Kurta Set,XL,Pink
J0346-SET-XXXL,J0346,29,Set,XXXL,Cream
J0193-SET-XL,J0193,3,Kurta Set,XL,Mustard
JNE1978-KR-238-XS,JNE1978,2,Kurta,XS,Teal
NW031-TP-PJ-XXL,NW031,3,Night Wear,XXL,Cream
MEN5017-KR-XXXL,MEN5017,3,Kurta,XXXL,Black
JNE2305-KR-533-M,JNE2305,186,Kurta,M,Light Brown
J0122-TP-S,J0122,4,Top,S,White
SET385-KR-NP-XS,SET385,35,Set,XS,Sky Blue
JAN8614-TP-XXL,JAN8614,5,Top,XXL,Green
J0141-KR-XS,J0141,3,Kurta,XS,Blue
JNE3634-KR-L,JNE3634,19,Kurta,L,Teal
J0213-TP-XXL,J0213,9,Top,XXL,Mustard
J0189-TP-XS,J0189,37,Top,XS,Orange
J0305-DR-M,J0305,2,Dress,M,Yellow
JNE3678-TU-XL,JNE3678,4,Tunic,XL,Blue
J0168-DR-L,J0168,2,Dress,L,Sky Blue
SET185-KR-NP-XL,SET185,42,Kurta Set,XL,Mustard
J0243-DR-S,J0243,3,Dress,S,Off White
BTM031-NP-M,BTM031,6,Pant,M,Brown
SET248-KR-NP-XXXL,SET248,10,Kurta Set,XXXL,Teal
SET287-KR-NP-XL,SET287,138,Kurta Set,XL,Teal
JNE3359-KR-L,JNE3359,7,Kurta,L,Grey
J0171-DR-L,J0171,1,Dress,L,Blue
JNE3475-KR-XXXL,JNE3475,2,Kurta,XXXL,Powder Blue
JNE3822-KR-M,JNE3822,6,Kurta,M,Blue
NW009-ST-CP-XS,NW009,16,Night Wear,XS,Turquoise
JNE3879-DR-XXXL,JNE3879,5,Dress,XXXL,Turquoise
SET251-KR-PP-XXL,SET251,31,Kurta,XXL,Cream
JNE3717-KR-XXL,JNE3717,25,Kurta,XXL,Light Green
MEN5030-KR-S,MEN5030,30,Kurta,S,Olive
SET343-KR-NP-XXXL,SET343,4,Set,XXXL,Off White
JAN8618-DR-M,JAN8618,8,Dress,M,Blue
BTM053-SHA-XL,BTM053,36,Sharara,XL,Red
JNE3603-KR-M,JNE3603,9,Kurta,M,Wine
SET299-KR-PP-XL,SET299,55,Set,XL,Blue
J0331-KR-XXL,J0331,60,Kurta,XXL,Purple
JNE3702-KR-XXL,JNE3702,51,Kurta,XXL,Light Green
BTM008-XXL,BTM008,6,Pant,XXL,Grey
NW032-ST-CP-XXXL,NW032,7,Night Wear,XXXL,White
J0041-SET-M,J0041,2,Kurta Set,M,Light Green
MEN5016-KR-S,MEN5016,7,Kurta,S,Teal
SET373-KR-PP-L,SET373,51,Set,L,Maroon
JNE3491-KR-S,JNE3491,5,Kurta,S,Blue
JNE3703-KR-XXXL,JNE3703,3,Kurta,XXXL,Green
JNE3807-KR-M,JNE3807,62,Kurta,M,Beige
JAN8632-KR-NP-S,JAN8632,27,Set,S,Teal Blue
JNE3438-KR-XS,JNE3438,7,Kurta,XS,Light Green
JNE3365-KR-1052-XXXL,JNE3365,12,Kurta,XXXL,Mustard
J0243-DR-L,J0243,2,Dress,L,Off White
JNE3368-KR-XXL,JNE3368,757,Kurta,XXL,Light Green
JNE3604-KR-XXL,JNE3604,74,Kurta,XXL,Magenta
JNE3435-KR-XS,JNE3435,135,Kurta,XS,Pink
J0436-DR-S,J0436,29,Dress,S,Sky Blue
J0284-SKD-XS,J0284,1,Kurta Set,XS,Sky Blue
SET043-KR-NP-M,SET043,94,Kurta Set,M,Turquoise Blue
J0048-TP-XS,J0048,5,Top,XS,Lime Green
SET034-KR-NP-XXL,SET034,1,Kurta Set,XXL,Pink
JNE3638-KR-XXXL,JNE3638,29,Kurta,XXXL,Orange
JNE3517-KR-XXL,JNE3517,4,Kurta,XXL,Peach
JNE0722,JNE0722,56,Saree,FREE,Purple
CH212-WHITE-XXL,CH212,1,Leggings,XXL,White
JNE3160-KR-S,JNE3160,53,Kurta,S,White
JNE3886-KR-M,JNE3886,68,Kurta,M,Red
J0073-KR-XXXL,J0073,4,Kurta,XXXL,Light Blue
SET132-KR-NP-XXXL,SET132,3,Kurta Set,XXXL,Light Green
JNE3773-KR-L,JNE3773,3,Kurta,L,Grey
JNE3792-KR-L,JNE3792,35,Kurta,L,Green
SET408-KR-NP-XS,SET408,42,Set,XS,Magenta
JNE3798-KR-M,JNE3798,2,Kurta,M,Teal
JNE3521-KR-XS,JNE3521,2,Kurta,XS,Turquoise
JNE3578-KR-M,JNE3578,1,Kurta,M,Yellow
JNE3429-KR-XL,JNE3429,15,Kurta,XL,Light Green
MEN5027-KR-S,MEN5027,3,Kurta,S,Red
JNE3549-KR-M,JNE3549,13,Kurta,M,Maroon
J0204-TP-XXL,J0204,4,Tunic,XXL,Mustard
JNE2171-KR-437-XXL,JNE2171,1,Kurta,XXL,White
JNE2032-KR-205-XL,JNE2032,6,Kurta,XL,Teal
JNE3616-KR-XXXL,JNE3616,6,Kurta,XXXL,Maroon
AN202-ORANGE-M,AN202,3,Leggings,M,Orange
JNE3846-KR-XL,JNE3846,8,Kurta,XL,Magenta
SET442-KR-NP-S,SET442,51,Set,S,Sky Blue
JNE3636-KR-M,JNE3636,62,Kurta,M,Maroon
JNE3844-KR-XL,JNE3844,10,Kurta,XL,Teal
JNE2265-KR-501-S,JNE2265,5,Kurta,S,Purple
BTM037-PP-XXL,BTM037,3,Palazzo,XXL,Teal
PJNE2199-KR-6XL,PJNE2199,11,Kurta,"6XL",Pink
JNE3543-KR-S,JNE3543,5,Kurta,S,Cream
J0401-DR-L,J0401,3,Dress,L,Yellow
MEN5014-KR-S,MEN5014,28,Kurta,S,Orange
J0379-SKD-M,J0379,7,Set,M,Green
SET414-KR-NP-L,SET414,45,Set,L,Navy Blue
J0102-SKD-L,J0102,35,Kurta Set,L,Purple
JNE3710-DR-L,JNE3710,2,Dress,L,Blue
JNE3545-KR-XS,JNE3545,2,Kurta,XS,Green
NW036-ST-SR-XS,NW036,19,Night Wear,XS,White
J0194-DR-M,J0194,5,Dress,M,Green
SAR140,SAR140,2,Saree,FREE,Blue
JNE3456-KR-XS,JNE3456,1,Kurta,XS,Brown
JNE3804-KR-L,JNE3804,130,Kurta,L,Grey
JNE3645-TP-XL,JNE3645,81,Top,XL,Red
JNE3634-KR-XXXL,JNE3634,3,Kurta,XXXL,Teal
J0151-KR-XXXL,J0151,2,Kurta,XXXL,Green
CH210-NAVY-M,CH210,4,Leggings,M,Navy Blue
JNE3758-KR-XXXL,JNE3758,3,Kurta,XXXL,Maroon
JNE3291-KR-S,JNE3291,19,Kurta,S,Light Green
NW006-ST-SR-XXXL,NW006,7,Night Wear,XXXL,Beige
J0251-SKD-M,J0251,4,Kurta Set,M,Mustard
J0092-SET-XXXL,J0092,2,Kurta Set,XXXL,Blue
JNE3475-KR-XXL,JNE3475,8,Kurta,XXL,Powder Blue
J0177-KR-XS,J0177,3,Kurta,XS,Green
BTM055-SK-S,BTM055,36,Skirt,S,Off White
J0138-KR-XXL,J0138,2,Kurta,XXL,Red
JAN8636-KR-NP-XL,JAN8636,15,Set,XL,Grey
J0297-TP-L,J0297,1,Top,L,White
SET214-KR-DPT-M,SET214,1,Kurta Set,M,Mustard
JAN8679-KR-XXL,JAN8679,9,Kurta,XXL,Pink
J0386-KR-S,J0386,3,Kurta,S,Rust
JNE3398-KR-XL,JNE3398,2,Kurta,XL,Yellow
JNE3782-KR-XS,JNE3782,39,Kurta,XS,Green
JNE3482-KR-XL,JNE3482,3,Kurta,XL,Powder Blue
JNE3905-DR-XL,JNE3905,3,Dress,XL,Off White
JNE3803-KR-XL,JNE3803,9,Kurta,XL,Pink
SET044-KR-NP-S,SET044,9,Kurta Set,S,Mustard
JNE3349-KR-S,JNE3349,19,Kurta,S,Navy Blue
J0402-DR-XL,J0402,35,Dress,XL,Teal
JNE3538-KR-S,JNE3538,2,Kurta,S,Navy Blue
PJNE2270-KR-6XL,PJNE2270,3,Kurta,"6XL",Beige
JNE3881-DR-XXXL,JNE3881,1,Dress,XXXL,Blue
JNE3497-KR-S,JNE3497,2,Kurta,S,Grey
SET295-KR-NP-XS,SET295,4,Kurta Set,XS,Black
J0395-DR-XL,J0395,2,Dress,XL,Teal
SET091-KR-NP-XS,SET091,5,Set,XS,Beige
J0208-DR-S,J0208,9,Dress,S,Peach
J0062-DR-L,J0062,2,Dress,L,Multicolor
AN204-PURPLE-L,AN204,10,Leggings,L,Purple
J0115-TP-XS,J0115,8,Top,XS,Red
SET360-KR-NP-L,SET360,5,Set,L,Light Pink
JNE3160-KR-XL,JNE3160,30,Kurta,XL,White
PSET264-KR-NP-4XL,PSET264,30,Set,"4XL",Gold
JNE3695-KR-S,JNE3695,6,Kurta,S,Yellow
JNE3363-KR-1032-M,JNE3363,130,Kurta,M,Dark Blue
JNE3862-TU-XL,JNE3862,6,Tunic,XL,Maroon
JNE3895-TP-L,JNE3895,60,Top,L,Beige
J0116-TP-XS,J0116,11,Top,XS,Olive
SET058-KR-NP-XS,SET058,696,Kurta Set,XS,Teal
SET195-KR-NP-L,SET195,8,Kurta Set,L,Beige
JNE3160-KR-M,JNE3160,12,Kurta,M,White
NW015-TP-PJ-M,NW015,3,Night Wear,M,Grey
JNE3530-KR-L,JNE3530,2,Kurta,L,Grey
J0085-TP-XS,J0085,5,Crop Top,XS,Blue
JNE3803-KR-XS,JNE3803,13,Kurta,XS,Pink
JNE3468-KR-XS,JNE3468,20,Kurta,XS,Teal
JNE3288-KR-XXXL,JNE3288,35,Kurta,XXXL,Pink
SET268-KR-NP-XS,SET268,403,Kurta Set,XS,Off White
JNE3658-TP-S,JNE3658,5,Top,S,White
JNE3827-KR-XXL,JNE3827,2,Kurta,XXL,Peach
SET219-KR-PP-L,SET219,6,Kurta Set,L,Turquoise Green
SET396-KR-PP-XXXL,SET396,14,Kurta Set,XXXL,White
JNE3741-KR-S,JNE3741,143,Kurta,S,Teal Green
JNE3482-KR-XS,JNE3482,16,Kurta,XS,Powder Blue
JNE3473-KR-XS,JNE3473,63,Kurta,XS,Light Green
J0338-DR-XXL,J0338,37,Dress,XXL,Mustard
JNE3740-KR-S,JNE3740,72,Kurta,S,Red
J0314-KR-L,J0314,5,Kurta,L,Multicolor
BTM042-PP-S,BTM042,29,Palazzo,S,Mustard
SET336-KR-NP-XXL,SET336,5,Set,XXL,Maroon
JNE3256-KR-S,JNE3256,62,Kurta,S,Blue
MEN5010-KR-L,MEN5010,2,Kurta,L,Blue
J0152-DR-M,J0152,3,Dress,M,Blue
JNE3836-KR-M,JNE3836,47,Kurta,M,Sea Green
J0087-TP-XXL,J0087,21,Crop Top,XXL,Light Green
BTM049-SHA-S,BTM049,29,Sharara,S,Teal Blue
BL003-50BLACK,BL003,117,Blouse,FREE,Black
JNE3554-KR-S,JNE3554,33,Kurta,S,Yellow
JAN8614-TP-L,JAN8614,2,Top,L,Green
SET438-KR-NP-S,SET438,68,Set,S,Pink
CH201-RED-S,CH201,6,Leggings,S,Red
JNE3715-KR-XL,JNE3715,24,Kurta,XL,Yellow
SET359-KR-NP-L,SET359,4,Set,L,Navy Blue
NW008-ST-CP-XXL,NW008,43,Night Wear,XXL,Off White
JNE3539-KR-S,JNE3539,7,Kurta,S,Cream
JNE3905-DR-S,JNE3905,5,Dress,S,Off White
SET253-KR-NP-S,SET253,26,Kurta Set,S,Black
SAR036,SAR036,8,Saree,FREE,Brown
JNE3501-KR-XXL,JNE3501,20,Kurta,XXL,Pink
JNE3455-KR-S,JNE3455,16,Kurta,S,Black
JNE3603-KR-XS,JNE3603,56,Kurta,XS,Wine
CH204-PURPLE-S,CH204,5,Leggings,S,Purple
JNE3265-KR-L,JNE3265,8,Kurta,L,Light Green
PJNE3363-KR-4XL,PJNE3363,90,Kurta,"4XL",Dark Blue
J0116-TP-M,J0116,2,Top,M,Olive
SET339-KR-NP-XXXL,SET339,8,Set,XXXL,Maroon
SET402-KR-NP-XXXL,SET402,10,Set,XXXL,Sea Green
J0282-SET-XL,J0282,13,Kurta Set,XL,Pink
JNE3675-TU-XXL,JNE3675,17,Tunic,XXL,Pink
J0143-SET-XXL,J0143,2,Kurta Set,XXL,Green
CH213-BROWN-XXL,CH213,3,Leggings,XXL,Brown
SET396-KR-PP-S,SET396,60,Kurta Set,S,White
J0114-TP-XXXL,J0114,1,Top,XXXL,Pink
J0126-SKD-XXXL,J0126,3,Kurta Set,XXXL,Blue
J0376-SKD-XXL,J0376,3,Kurta,XXL,Pink
SET432-KR-PP-M,SET432,83,Set,M,Wine
JNE3401-KR-M,JNE3401,3,Kurta,M,Brown
JNE3383-KR-XXXL,JNE3383,46,Kurta,XXXL,Dark Green
SET275-KR-NP-XXXL,SET275,5,Set,XXXL,Blue
JNE3757-KR-XXL,JNE3757,18,Kurta,XXL,Light Green
JNE3790-KR-XS,JNE3790,45,Kurta,XS,Navy Blue
SET340-KR-NP-M,SET340,2,Set,M,Maroon
JNE3902-KR-XXXL,JNE3902,15,Kurta,XXXL,Pink
JNE3800-KR-XL,JNE3800,62,Kurta,XL,Mustard
JNE2132-KR-398-XXL,JNE2132,9,Kurta,XXL,Pink
SET353-KR-NP-XXXL,SET353,25,Set,XXXL,Pink
JNE3679-TU-XS,JNE3679,2,Tunic,XS,Blue
SET390-KR-NP-XL,SET390,65,Set,XL,Light Green
SET440-KR-PP-M,SET440,66,Set,M,Maroon
J0259-KR-XL,J0259,1,Kurta,XL,Green
J0215-BL-XXL,J0215,22,Blouse,XXL,Blue
SET343-KR-NP-L,SET343,4,Set,L,Off White
SET249-KR-NP-XL,SET249,4,Kurta Set,XL,Green
JNE3858-KR-M,JNE3858,2,Kurta,M,Olive Green
J0180-DR-XXXL,J0180,2,Dress,XXXL,Pink
JNE3801-KR-M,JNE3801,4,Kurta,M,Pink
JNE3621-KR-XXL,JNE3621,5,Kurta,XXL,Off White
J0296-DR-XL,J0296,1,Dress,XL,Off White
J0372-SKD-L,J0372,31,Kurta Set,L,Mustard
SET239-KR-NP-S,SET239,7,Kurta Set,S,Off White
JNE3563-KR-L,JNE3563,1,Kurta,L,Pink
J0034-SET-XL,J0034,3,Kurta Set,XL,Lemon
JNE3805-KR-M,JNE3805,89,Kurta,M,Green
